,STATE,COUNTY,County_Population,countyFIPS,County_Area in m2 - Total area,County_Area in m2 - Water area,County_Area in m2 - Land area,County_Population_Density_m2
2776,Texas,Zavala County,12131,48507,3371484071.4840717,11214711.214711215,3360295260.2952604,3.6100994288621173e-06
2777,Utah,Beaver County,6443,49001,6713131313.131313,5335405.335405336,6707795907.795908,9.605241555593308e-07
2778,Utah,Box Elder County,53001,49003,17428956228.95623,2547966847.966848,14880989380.989382,3.5616583442838367e-06
2779,Utah,Cache County,122336,49005,3038124838.124838,21263921.263921265,3016860916.8609166,4.055075900790687e-05
2780,Utah,Carbon County,20356,49007,3845066045.066045,15773115.773115773,3829292929.292929,5.3158638881561595e-06
2781,Utah,Daggett County,612,49009,1866640766.6407669,61460761.460761465,1805180005.1800053,3.3902436224855803e-07
2782,Utah,Davis County,340621,49011,1641958041.9580421,868117068.1170682,773840973.8409737,0.0004401692486110182
2783,Utah,Duchesne County,20219,49013,8432841232.841233,38798238.7982388,8394042994.0429945,2.4087320036779453e-06
2784,Utah,Emery County,10248,49015,11581999481.999483,24579124.57912458,11557394457.394459,8.867050473857709e-07
2785,Utah,Garfield County,5017,49017,13489380989.38099,85806785.8067858,13403574203.574203,3.7430314659370216e-07
2786,Utah,Grand County,9616,49019,9540740740.74074,31442631.442631446,9509298109.29811,1.01122079563344e-06
2787,Utah,Iron County,49691,49021,8549805749.80575,11396011.396011397,8538409738.409739,5.819701972893942e-06
2788,Utah,Juab County,10948,49023,8822584822.584824,36570836.57083657,8786013986.013987,1.2460713148678765e-06
2789,Utah,Kane County,7350,49025,10641077441.077442,306371406.3714064,10334706034.706036,7.111958458534971e-07
2790,Utah,Millard County,12733,49027,17684252784.252785,661667961.6679617,17022584822.584824,7.48006259490416e-07
2791,Utah,Morgan County,11391,49029,1582258482.2584822,4428904.428904429,1577829577.829578,7.21941086671044e-06
2792,Utah,Piute County,1904,49031,1983216783.2167833,20538720.538720537,1962678062.6780627,9.70103062853825e-07
2793,Utah,Rich County,2350,49033,2813675213.6752133,149132349.13234913,2664516964.5169644,8.819609825325388e-07
2794,Utah,Salt Lake County,1120805,49035,2091090391.0903912,168583268.58326858,1922507122.5071225,0.0005829913381742739
2795,Utah,San Juan County,15281,49037,20546879046.879047,293110593.11059314,20253794353.794353,7.544759136520636e-07
2796,Utah,Sanpete County,29366,49039,4150582750.5827503,32064232.064232066,4118492618.4926186,7.130278652957268e-06
2797,Utah,Sevier County,21118,49041,4968660968.660969,20253820.253820255,4948407148.407148,4.267635901139968e-06
2798,Utah,Summit County,40511,49043,4874307174.307175,26573426.573426574,4847733747.7337475,8.356688322443113e-06
2799,Utah,Tooele County,65185,49045,18870966070.966072,892851592.8515929,17978114478.11448,3.6257973593033055e-06
2800,Utah,Uintah County,36323,49047,11658611758.61176,56177156.17715618,11602408702.4087,3.1306430355671937e-06
2801,Utah,Utah County,590440,49049,5553250453.250454,364309764.3097643,5188940688.940689,0.00011378815742843594
2802,Utah,Wasatch County,30523,49051,3123517223.5172234,78943278.94327894,3044548044.5480447,1.0025461760952786e-05
2803,Utah,Washington County,160537,49053,6293576793.576793,9298109.298109299,6284278684.278685,2.5545811709721556e-05
2804,Utah,Wayne County,2694,49055,6388215488.2154875,15047915.047915047,6373167573.167573,4.227097387713965e-07
2805,Utah,Weber County,247731,49057,1707821807.8218079,215747215.74721575,1492048692.0486922,0.00016603412564227189
2806,Vermont,Addison County,36939,50001,2092100492.100492,107303807.3038073,1984796684.796685,1.86109742539115e-05
2807,Vermont,Bennington County,35920,50003,1755141155.141155,6941206.941206941,1748199948.1999483,2.0546848795519865e-05
2808,Vermont,Caledonia County,30425,50005,1703030303.030303,22455322.455322456,1680549080.5490806,1.810420198501988e-05
2809,Vermont,Chittenden County,162052,50007,1603988603.9886038,214245014.24501425,1389743589.7435899,0.00011660568265682656
2810,Vermont,Essex County,6208,50009,1749002849.0028489,30303030.3030303,1718725718.7257187,3.6119783001808317e-06
2811,Vermont,Franklin County,49025,50011,1792229992.2299924,150945350.94535094,1641310541.3105414,2.9869423711161255e-05
2812,Vermont,Grand Isle County,6965,50013,504195804.1958042,292307692.3076923,211888111.8881119,3.287112211221122e-05
2813,Vermont,Lamoille County,25268,50015,1200958300.958301,12665112.665112665,1188293188.2931883,2.1264112467306015e-05
2814,Vermont,Orange County,28937,50017,1792981092.981093,13545713.545713548,1779409479.4094794,1.6262136587921926e-05
2815,Vermont,Orleans County,26911,50019,1867806267.8062677,72261072.26107226,1795571095.5710955,1.4987432169284695e-05
2816,Vermont,Rutland County,59273,50021,2446982646.982647,38746438.74643875,2408236208.2362084,2.461261889397948e-05
2817,Vermont,Washington County,58477,50023,1801139601.139601,21212121.21212121,1779927479.92748,3.285358569911092e-05
2818,Vermont,Windham County,43150,50025,2067003367.0033672,33048433.048433047,2033954933.954934,2.1214825992283303e-05
2819,Vermont,Windsor County,55427,50027,2529862729.86273,19295519.295519296,2510593110.5931106,2.2077253285740813e-05
2820,Virginia,Accomack County,32742,51001,3393006993.006993,2228800828.800829,1164206164.2061641,2.8123884760845386e-05
2821,Virginia,Albemarle County,106355,51003,1880652680.6526806,14037814.037814038,1866614866.6148667,5.6977473983627026e-05
2822,Virginia,Alleghany County,15286,51005,1162263662.2636623,8547008.547008546,1153742553.7425537,1.3249056256454003e-05
2823,Virginia,Amelia County,12854,51007,928567728.5677285,8417508.417508418,920150220.1502202,1.3969458158583613e-05
2824,Virginia,Amherst County,31882,51009,1240222740.2227404,12742812.742812743,1227479927.4799275,2.59735408182643e-05
2825,Virginia,Appomattox County,15577,51011,866951566.951567,3211603.2116032117,863739963.7399638,1.8034362949413776e-05
2826,Virginia,Arlington County,231803,51013,67521367.52136752,233100.2331002331,67262367.26236726,0.0034462509934539854
2827,Virginia,Augusta County,74701,51015,2514529914.5299144,9997409.997409998,2504532504.5325046,2.9826324819027922e-05
2828,Virginia,Bath County,4393,51017,1384563584.5635846,14037814.037814038,1370525770.5257704,3.205339216872024e-06
2829,Virginia,Bedford County,77908,51019,1992359492.3594923,42035742.03574204,1950323750.3237503,3.9946188414650344e-05
2830,Virginia,Bland County,6447,51021,929111629.1116291,2590002.59000259,926495726.4957266,6.958477859778597e-06
2831,Virginia,Botetourt County,33222,51023,1413908313.9083138,12198912.1989122,1401709401.7094018,2.3701060975609753e-05
2832,Virginia,Brunswick County,16665,51025,1474695674.6956747,8313908.313908314,1466381766.3817663,1.1364707596658249e-05
2833,Virginia,Buchanan County,22138,51027,1304946904.946905,2797202.7972027976,1302149702.149702,1.7001117431776595e-05
2834,Virginia,Buckingham County,17004,51029,1511421911.4219112,10101010.1010101,1501320901.3209012,1.1326026291274196e-05
2835,Virginia,Campbell County,55170,51031,1313986013.986014,8961408.961408962,1305024605.024605,4.227506499692381e-05
2836,Virginia,Caroline County,30184,51033,1390494690.4946904,24242424.242424242,1366252266.2522662,2.2092552558245342e-05
2837,Virginia,Carroll County,29738,51035,1237088837.0888371,7640507.640507641,1229448329.4483294,2.4188084434051696e-05
2838,Virginia,Charles City County,6995,51036,528982128.98212904,55503755.5037555,473504273.5042735,1.4772833935018051e-05
2839,Virginia,Charlotte County,12095,51037,1236778036.7780368,5827505.827505828,1230950530.950531,9.825740105624171e-06
2840,Virginia,Chesterfield County,339447,51041,1131701631.7016318,35379435.37943538,1096348096.3480964,0.00030961608008504604
2841,Virginia,Clarke County,14365,51043,461952861.95286196,5646205.646205647,456306656.3066563,3.148102224997162e-05
2842,Virginia,Craig County,5113,51045,856280756.2807564,2797202.7972027976,853483553.4835534,5.9907422692926296e-06
2843,Virginia,Culpeper County,50450,51047,990779590.7795908,8572908.572908573,982206682.2066822,5.13639348152836e-05
2844,Virginia,Cumberland County,9786,51049,776353276.3532764,5931105.931105931,770422170.4221704,1.2702126672493781e-05
2845,Virginia,Dickenson County,14960,51051,864180264.1802642,8106708.106708107,856073556.0735561,1.7475133875896288e-05
2846,Virginia,Dinwiddie County,28308,51053,1313623413.6234136,9013209.013209013,1304636104.6361048,2.169800444691495e-05
2847,Virginia,Essex County,11036,51057,740740740.7407408,74799274.7992748,665941465.941466,1.6572027069072806e-05
2848,Virginia,Fairfax County,1143529,51059,1052188552.1885521,39575239.57523958,1012613312.6133127,0.0011292849755735732
2849,Virginia,Fauquier County,69115,51061,1686687386.6873868,9790209.79020979,1676897176.897177,4.1216003552397864e-05
2850,Virginia,Floyd County,15666,51063,987542087.5420876,2253302.2533022533,985288785.2887853,1.5899906944955573e-05
2851,Virginia,Fluvanna County,26282,51065,751489251.4892515,10722610.722610721,740766640.7666408,3.5479459459459455e-05
2852,Virginia,Franklin County,56233,51067,1842916342.9163427,54700854.700854704,1788215488.2154882,3.1446433816607044e-05
2853,Virginia,Frederick County,85153,51069,1076171976.171976,5205905.205905206,1070966070.966071,7.951045538089479e-05
2854,Virginia,Giles County,16814,51071,933488733.4887335,12017612.017612018,921471121.4711214,1.824690932598797e-05
2855,Virginia,Gloucester County,37161,51073,745868945.868946,181740481.74048173,564128464.1284641,6.587329369634085e-05
2856,Virginia,Goochland County,22482,51075,750841750.8417507,21989121.98912199,728878528.878529,3.084464572525051e-05
2857,Virginia,Grayson County,15811,51077,1155037555.037555,9790209.79020979,1145221445.2214453,1.380606350498677e-05
2858,Virginia,Greene County,19410,51079,406397306.3973064,1709401.7094017095,404687904.6879047,4.7962886399999996e-05
2859,Virginia,Greensville County,11659,51081,768738668.7386688,4092204.0922040925,764646464.6464647,1.5247569352708056e-05
2860,Virginia,Halifax County,34779,51083,2148743848.743849,30536130.536130533,2118207718.2077184,1.6419069622420032e-05
2861,Virginia,Hanover County,104449,51085,1227169127.1691272,13649313.64931365,1213519813.5198135,8.607111217825586e-05
2862,Virginia,Henrico County,325642,51087,634317534.3175343,29033929.033929035,605283605.2836052,0.0005379990423620026
2863,Virginia,Henry County,51588,51089,995545195.5451956,5309505.309505309,990235690.2356902,5.209668820129208e-05
2864,Virginia,Highland County,2214,51091,1077052577.052577,1813001.813001813,1075265475.2654753,2.059026399460449e-06
2865,Virginia,Isle of Wight County,36372,51093,939730639.7306397,122299922.2999223,817430717.4307175,4.449551408383765e-05
2866,Virginia,James City County,74153,51095,464232064.23206425,95312095.3120953,368919968.9199689,0.00020100023378264532
2867,Virginia,King and Queen County,7052,51097,845091945.0919452,28878528.878528878,816213416.2134162,8.63989718855112e-06
2868,Virginia,King George County,25890,51099,486298886.2988863,21030821.03082103,465268065.2680652,5.564534068136273e-05
2869,Virginia,King William County,16497,51101,739782439.7824398,30277130.277130276,709505309.5053095,2.3251411622983137e-05
2870,Virginia,Lancaster County,10804,51103,599326599.3265994,254208754.2087542,345117845.1178451,3.130524878048781e-05
2871,Virginia,Lee County,24134,51105,1132893032.893033,4895104.895104895,1127997927.997928,2.1395429371785452e-05
2872,Virginia,Loudoun County,385143,51107,1349753949.7539496,14452214.452214453,1335301735.3017352,0.00028843143824191174
2873,Virginia,Louisa County,35380,51109,1323154623.1546233,37736337.736337736,1285418285.4182854,2.7524114446907114e-05
2874,Virginia,Lunenburg County,12278,51111,1119865319.86532,1787101.787101787,1118052318.052318,1.0981597016308376e-05
2875,Virginia,Madison County,13139,51113,833644133.6441337,3082103.082103082,830562030.5620306,1.581940844455532e-05
2876,Virginia,Mathews County,8796,51115,652577052.5770526,430018130.01813,222558922.5589226,3.952211800302571e-05
2877,Virginia,Mecklenburg County,30847,51117,1759207459.2074592,139186739.1867392,1620020720.02072,1.9041114486242785e-05
2878,Virginia,Middlesex County,10700,51119,545868945.8689458,208391608.3916084,337503237.5032375,3.170339958560356e-05
2879,Virginia,Montgomery County,97997,51121,1008184408.1844082,5827505.827505828,1002356902.3569024,9.776657373194491e-05
2880,Virginia,Nelson County,14812,51125,1228464128.4641285,8935508.935508937,1219528619.5286195,1.2145676421866373e-05
2881,Virginia,New Kent County,21103,51127,578787878.7878788,35586635.58663559,543201243.2012432,3.884932198540982e-05
2882,Virginia,Northampton County,11957,51131,2059699559.6995597,1511629111.6291115,548070448.0704482,2.1816538443362785e-05
2883,Virginia,Northumberland County,12223,51133,739756539.7565398,244314944.31494433,495467495.4674955,2.4669630423418713e-05
2884,Virginia,Nottoway County,15500,51135,818570318.5703186,4299404.299404299,814270914.2709142,1.9035433697000543e-05
2885,Virginia,Orange County,35612,51137,889044289.044289,6423206.423206423,882621082.6210825,4.034800516462234e-05
2886,Virginia,Page County,23749,51139,813468013.4680134,8339808.33980834,805128205.1282052,2.949716560509554e-05
2887,Virginia,Patrick County,17859,51141,1258378658.3786585,7174307.174307174,1251230251.2302513,1.4273152349410059e-05
2888,Virginia,Pittsylvania County,61676,51143,2533488733.4887333,23905723.905723907,2509557109.55711,2.4576448077280324e-05
2889,Virginia,Powhatan County,28574,51145,679487179.4871795,5516705.516705517,673970473.970474,4.2396516024902006e-05
2890,Virginia,Prince Edward County,22956,51147,916446516.4465164,10049210.04921005,906397306.3973063,2.532664190193165e-05
2891,Virginia,Prince George County,37894,51149,729966329.9663299,43227143.22714323,686765086.7650869,5.5177528284809165e-05
2892,Virginia,Prince William County,456749,51153,902538202.5382026,31261331.261331264,871276871.2768712,0.0005242294557074911
2893,Virginia,Pulaski County,34234,51155,853638953.6389536,25226625.226625226,828438228.4382285,4.13235396736072e-05
2894,Virginia,Rappahannock County,7332,51157,691608391.6083915,2072002.0720020721,689536389.5363896,1.0633231416444428e-05
2895,Virginia,Richmond County,8878,51159,560372960.3729604,64413364.41336442,495959595.959596,1.7900651731160896e-05
2896,Virginia,Roanoke County,93583,51161,650738150.7381507,1890701.8907018907,648847448.8474488,0.00014422958765767204
2897,Virginia,Rockbridge County,22509,51163,1556513856.5138566,8831908.831908833,1547681947.6819475,1.4543685822344202e-05
2898,Virginia,Rockingham County,79444,51165,2210204610.2046103,11059311.059311058,2199145299.1452994,3.612494364554994e-05
2899,Virginia,Russell County,27408,51167,1234783734.7837348,7588707.58870759,1227195027.195027,2.2333858427250857e-05
2900,Virginia,Scott County,22009,51169,1395078995.078995,8054908.054908055,1387024087.024087,1.5867784998039325e-05
2901,Virginia,Shenandoah County,43045,51171,1326521626.5216265,8806008.806008806,1317741517.7415178,3.2665738629663116e-05
2902,Virginia,Smyth County,31059,51173,1171432271.4322715,3522403.522403523,1167909867.909868,2.659366176568425e-05
2903,Virginia,Southampton County,17939,51175,1560036260.0362601,8236208.236208237,1551774151.7741518,1.1560316286677571e-05
2904,Virginia,Spotsylvania County,131412,51177,1072934472.9344729,33048433.048433047,1039886039.8860399,0.0001263715397260274
2905,Virginia,Stafford County,144012,51179,725019425.019425,28412328.412328415,696607096.6070966,0.00020673346668649616
2906,Virginia,Surry County,6600,51181,803703703.7037038,81222481.22248122,722481222.4812225,9.135185517117762e-06
2907,Virginia,Sussex County,11486,51183,1276430976.4309764,6759906.7599067595,1269671069.6710699,9.046437517849128e-06
2908,Virginia,Tazewell County,42080,51185,1346723646.7236469,2926702.9267029264,1343822843.8228438,3.131365134431917e-05
2909,Virginia,Warren County,39449,51187,561357161.3571614,8495208.495208494,552887852.8878529,7.135081697662434e-05
2910,Virginia,Washington County,54406,51191,1465915565.915566,13001813.001813,1452913752.913753,3.744613187871009e-05
2911,Virginia,Westmoreland County,17638,51193,655192955.1929553,61098161.0981611,594068894.068894,2.9690159131534205e-05
2912,Virginia,Wise County,39025,51195,1049546749.5467496,5283605.283605284,1044263144.2631443,3.737084873136735e-05
2913,Virginia,Wythe County,28940,51197,1203444703.4447033,7303807.303807303,1196114996.1149962,2.4194998051188772e-05
2914,Virginia,York County,67587,51199,556746956.7469568,285366485.36648536,271380471.3804714,0.0002490488709677419
2915,Virginia,Alexandria city,156505,51510,40067340.06734007,1139601.1396011396,38927738.92773893,0.004020397904191617
2916,Virginia,Bristol city,16843,51520,34058534.05853406,362600.3626003626,33695933.69593369,0.0004998525980015374
2917,Virginia,Buena Vista city,6399,51530,17586117.586117588,233100.2331002331,17353017.353017353,0.00036875431343283584
2918,Virginia,Charlottesville city,47042,51540,26573426.573426574,51800.0518000518,26521626.52162652,0.00177372228515625
2919,Virginia,Chesapeake city,237820,51550,908728308.7283088,26055426.055426057,882672882.6728827,0.00026943163732394366
2920,Virginia,Colonial Heights city,17593,51570,20227920.227920227,751100.7511007511,19476819.476819474,0.0009032788962765959
2921,Virginia,Covington city,5582,51580,14685314.685314685,518000.51800051803,14167314.167314166,0.000394005521023766
2922,Virginia,Danville city,41512,51590,113830613.83061384,2615902.615902616,111188811.18881118,0.0003733469182389937
2923,Virginia,Emporia city,5381,51595,18052318.05231805,181300.1813001813,17845117.845117845,0.0003015390566037736
2924,Virginia,Fairfax city,23865,51600,16265216.265216267,103600.1036001036,16161616.161616161,0.001476646875
2925,Virginia,Falls Church city,14067,51610,5180005.18000518,0.0,5180005.18000518,0.00271563435
2926,Virginia,Franklin city,8211,51620,21626521.626521625,362600.3626003626,21263921.263921265,0.00038614702801461633
2927,Virginia,Fredericksburg city,28469,51630,27220927.22092722,181300.1813001813,27039627.039627038,0.0010528621551724139
2928,Virginia,Galax city,6638,51640,21445221.445221443,103600.1036001036,21341621.341621343,0.0003110354126213592
2929,Virginia,Hampton city,135583,51650,353017353.01735306,219865319.86531988,133152033.15203315,0.0010182570764442715
2930,Virginia,Harrisonburg city,53391,51660,45273245.273245275,155400.1554001554,45117845.117845125,0.001183367686567164
2931,Virginia,Hopewell city,22408,51670,27972027.972027972,1346801.3468013469,26625226.625226624,0.000841607859922179
2932,Virginia,Lexington city,7110,51678,6526806.526806527,77700.0777000777,6475006.475006475,0.0010980684
2933,Virginia,Lynchburg city,80131,51680,128593628.59362859,1346801.3468013469,127246827.24682726,0.0006297288642377366
2934,Virginia,Manassas city,41457,51683,25744625.744625743,155400.1554001554,25589225.58922559,0.0016200959210526315
2935,Virginia,Manassas Park city,16423,51685,6552706.552706553,0.0,6552706.552706553,0.0025062926086956523
2936,Virginia,Martinsville city,13101,51690,28515928.515928514,129500.12950012951,28386428.38642839,0.0004615233667883211
2937,Virginia,Newport News city,180145,51700,309453509.45350945,131468531.46853146,177959077.95907795,0.001012283284820259
2938,Virginia,Norfolk city,245592,51710,249546749.54674953,109375809.37580937,140170940.17094016,0.001752089268292683
2939,Virginia,Norton city,3990,51720,19476819.476819474,77700.0777000777,19373219.373219375,0.00020595441176470586
2940,Virginia,Petersburg city,31827,51730,60036260.03626004,647500.6475006475,59388759.38875939,0.0005359094941125163
2941,Virginia,Poquoson city,12039,51735,203133903.13390315,163455063.45506346,39678839.67883968,0.0003034110900783289
2942,Virginia,Portsmouth city,95311,51740,121030821.03082103,33877233.87723388,87153587.15358715,0.001093598130757801
2943,Virginia,Radford city,17630,51750,26443926.443926446,880600.8806008807,25563325.56332556,0.000689659878419453
2944,Virginia,Richmond city,223787,51760,161771561.77156177,6889406.88940689,154908054.90805492,0.001444644051162013
2945,Virginia,Roanoke city,99621,51770,111111111.1111111,880600.8806008807,110230510.23051023,0.000903751600093985
2946,Virginia,Salem city,25519,51775,37658637.65863766,259000.25900025902,37399637.3996374,0.0006823328185595567
2947,Virginia,Staunton city,24452,51790,51903651.9036519,155400.1554001554,51748251.74825175,0.00047251837837837833
2948,Virginia,Suffolk city,89160,51800,1111344211.3442113,74902874.9028749,1036441336.4413365,8.602512932003897e-05
2949,Virginia,Virginia Beach city,450135,51810,1288111888.1118882,643149443.1494431,644962444.962445,0.0006979243574813267
2950,Virginia,Waynesboro city,21926,51820,39368039.36803937,414400.4144004144,38953638.95363895,0.0005628742420212767
2951,Virginia,Williamsburg city,14788,51830,23776223.776223775,414400.4144004144,23361823.36182336,0.0006329985365853658
2952,Virginia,Winchester city,27789,51840,23957523.957523957,51800.0518000518,23905723.905723907,0.0011624412676056338
2953,Washington,Adams County,19452,53001,4998316498.316498,12613312.613312613,4985703185.703186,3.901555964217809e-06
2954,Washington,Asotin County,22337,53003,1659259259.2592592,11473711.473711474,1647785547.785548,1.3555768849908047e-05
2955,Washington,Benton County,194168,53005,4558404558.404558,154415954.4159544,4403988603.988605,4.408912407814723e-05
2956,Washington,Chelan County,75757,53007,7754156954.156955,190002590.00259,7564154364.154365,1.001526361743799e-05
2957,Washington,Clallam County,74487,53009,6916964516.964517,2414685314.6853147,4502279202.279202,1.6544287160665695e-05
2958,Washington,Clark County,465384,53011,1699637399.6373997,70525770.52577053,1629111629.111629,0.0002856673488076312
2959,Washington,Columbia County,4001,53013,2262315462.3154626,12561512.561512562,2249753949.7539496,1.7784167021631767e-06
2960,Washington,Cowlitz County,105112,53015,3020486920.486921,67573167.57316758,2952939652.9396534,3.5595715576293926e-05
2961,Washington,Douglas County,41371,53017,4788034188.034188,76120176.12017612,4711888111.888112,8.780132086672602e-06
2962,Washington,Ferry County,7576,53019,5846464646.464647,140274540.27454028,5706190106.190105,1.327680967337824e-06
2963,Washington,Franklin County,90660,53021,3277415177.415178,60191660.19166019,3217223517.2235174,2.81795776745534e-05
2964,Washington,Garfield County,2224,53023,1860165760.1657603,19502719.502719503,1840688940.6889408,1.2082432565534902e-06
2965,Washington,Grant County,94860,53025,7229526029.52603,289588189.5881896,6939937839.93784,1.3668710323902503e-05
2966,Washington,Grays Harbor County,71967,53027,5761227661.227661,834965034.965035,4926262626.262627,1.4608843551363541e-05
2967,Washington,Island County,81636,53029,1339989639.98964,800129500.1295002,539886039.8860399,0.00015120968865435356
2968,Washington,Jefferson County,30856,53031,5654338254.338254,982750582.7505827,4671587671.587671,6.605034983644731e-06
2969,Washington,King County,2163257,53033,5974799274.799274,495467495.4674955,5479331779.3317795,0.00039480306853472113
2970,Washington,Kitsap County,262475,53035,1465734265.7342656,442838642.83864284,1022895622.8956228,0.0002565999835418038
2971,Washington,Kittitas County,44825,53037,6042320642.320642,92359492.35949235,5949935249.93525,7.533695429792753e-06
2972,Washington,Klickitat County,21396,53039,4931779331.779332,85055685.05568506,4846697746.697746,4.41455215864822e-06
2973,Washington,Lewis County,76947,53041,6309893809.89381,86635586.63558665,6223258223.258224,1.236442346429166e-05
2974,Washington,Lincoln County,10435,53043,6058922558.922559,74747474.74747474,5984175084.175084,1.743765824565352e-06
2975,Washington,Mason County,62627,53045,2722144522.144522,237244237.24423724,2484900284.900285,2.5203023389130936e-05
2976,Washington,Okanogan County,41638,53047,13765319865.319866,121238021.23802124,13644081844.081842,3.0517260505924477e-06
2977,Washington,Pacific County,21281,53049,3168557368.5573688,752991452.991453,2415591815.5918155,8.809849355606545e-06
2978,Washington,Pend Oreille County,13219,53051,3691375291.3752913,65397565.397565395,3625977725.977726,3.6456373974099816e-06
2979,Washington,Pierce County,859840,53053,4678684278.6842785,354649054.64905465,4324035224.035224,0.00019885129409227858
2980,Washington,San Juan County,16473,53055,1608547008.5470085,1158119658.119658,450427350.4273504,3.657193548387097e-05
2981,Washington,Skagit County,123907,53057,4973141673.141673,489329189.32918936,4483812483.812484,2.7634295690850277e-05
2982,Washington,Skamania County,11620,53059,4361072261.072261,72856772.85677285,4288215488.2154884,2.7097518844221102e-06
2983,Washington,Snohomish County,786620,53061,5688422688.4226885,282362082.36208236,5406034706.034706,0.0001455077598968988
2984,Washington,Spokane County,497875,53063,4612017612.017612,43796943.7969438,4568220668.220668,0.00010898663531372783
2985,Washington,Stevens County,44214,53065,6580549080.549081,163144263.14426315,6417404817.404818,6.88970093955831e-06
2986,Washington,Thurston County,274684,53067,2003367003.3670034,133488733.48873349,1869878269.87827,0.00014689940218294643
2987,Washington,Wahkiakum County,4189,53069,743796943.7969438,61667961.667961664,682154882.1548822,6.140834155972359e-06
2988,Washington,Walla Walla County,60236,53071,3364465164.4651647,74825174.82517482,3289639989.63999,1.8310818262697518e-05
2989,Washington,Whatcom County,216812,53073,6483993783.993784,1027220927.2209272,5456772856.772857,3.97326415613757e-05
2990,Washington,Whitman County,48593,53075,5639989639.98964,47940947.94094794,5592048692.048693,8.68965967143565e-06
2991,Washington,Yakima County,249325,53077,11166226366.226366,41129241.12924113,11125097125.097124,2.2411040298924434e-05
2992,West Virginia,Barbour County,16730,54001,887982387.982388,4636104.636104636,883346283.3462833,1.89393449832874e-05
2993,West Virginia,Berkeley County,113495,54003,832841232.8412329,1061901.0619010618,831753431.7534317,0.00013645269820016193
2994,West Virginia,Boone County,22817,54005,1303289303.2893033,4273504.273504273,1298989898.9898992,1.75651866251944e-05
2995,West Virginia,Braxton County,14282,54007,1337140637.1406372,14141414.141414141,1322999222.999223,1.0795168849474364e-05
2996,West Virginia,Brooke County,22772,54009,239756539.75653973,8728308.728308728,231028231.02823102,9.856804035874439e-05
2997,West Virginia,Cabell County,95318,54011,745972545.972546,18130018.13001813,727842527.8425277,0.0001309596462885204
2998,West Virginia,Calhoun County,7396,54013,726961926.9619269,3703703.7037037034,723258223.2582233,1.0225946642793196e-05
2999,West Virginia,Clay County,8785,54015,890494690.4946905,4946904.946904947,885521885.5218855,9.920703422053232e-06
3000,West Virginia,Doddridge County,8536,54017,830044030.0440301,1968401.9684019685,828075628.0756282,1.0308237207556611e-05
3001,West Virginia,Fayette County,44126,54019,1731028231.0282311,17612017.612017613,1713416213.4162133,2.5753228932053513e-05
3002,West Virginia,Gilmer County,8205,54021,880808080.8080808,4092204.0922040925,876715876.7158767,9.358790251107829e-06
3003,West Virginia,Grant County,11641,54023,1243952343.952344,7536907.536907537,1236389536.3895364,9.415317468630203e-06
3004,West Virginia,Greenbrier County,35347,54025,2653483553.4835534,12794612.794612795,2640688940.688941,1.338552203379856e-05
3005,West Virginia,Hampshire County,23363,54027,1669593369.5933695,11344211.344211344,1658249158.2491584,1.4088956345177664e-05
3006,West Virginia,Hancock County,29680,54029,227842527.84252784,13882413.882413883,213960113.96011397,0.00013871744340878826
3007,West Virginia,Hardy County,13842,54031,1513804713.804714,5620305.62030562,1508184408.184408,9.177922755920387e-06
3008,West Virginia,Harrison County,68209,54033,1078787878.7878788,1320901.320901321,1077466977.4669774,6.330495637124109e-05
3009,West Virginia,Jackson County,29018,54035,1221522921.5229216,18855218.855218858,1202667702.6677027,2.4128027996123615e-05
3010,West Virginia,Jefferson County,56179,54037,548225848.2258482,5283605.283605284,542942242.942243,0.00010347141105757762
3011,West Virginia,Kanawha County,185710,54039,2359285159.285159,24164724.164724164,2335120435.120435,7.952908861012212e-05
3012,West Virginia,Lewis County,16276,54041,1009194509.1945091,12302512.302512303,996891996.8919969,1.632674356975838e-05
3013,West Virginia,Lincoln County,21078,54043,1135949235.949236,4014504.0145040145,1131934731.934732,1.862121499176277e-05
3014,West Virginia,Logan County,33801,54045,1180056980.0569801,4869204.869204869,1175187775.1877751,2.8762212059769914e-05
3015,West Virginia,McDowell County,19217,54047,1385392385.3923852,3729603.7296037297,1381662781.6627817,1.3908603644134518e-05
3016,West Virginia,Marion County,56497,54049,806837606.8376068,7200207.2002072,799637399.6373997,7.065327362829566e-05
3017,West Virginia,Marshall County,31645,54051,808469308.4693084,17404817.404817406,791064491.064491,4.0003059620862395e-05
3018,West Virginia,Mason County,26939,54053,1151825951.8259518,36182336.18233618,1115643615.6436157,2.4146599883923388e-05
3019,West Virginia,Mercer County,60486,54055,1089665889.6658897,4480704.480704481,1085185185.1851852,5.5737952218430033e-05
3020,West Virginia,Mineral County,27278,54057,852680652.6806527,3600103.6001036,849080549.080549,3.212651618216759e-05
3021,West Virginia,Mingo County,24741,54059,1098083398.083398,2227402.2274022275,1095855995.855996,2.257687149913734e-05
3022,West Virginia,Monongalia County,105252,54061,947630147.6301476,15073815.073815074,932556332.5563326,0.00011286395934010998
3023,West Virginia,Monroe County,13467,54063,1226728826.7288268,2305102.305102305,1224423724.4237244,1.0998643469063987e-05
3024,West Virginia,Morgan County,17624,54065,594690494.6904948,1398601.3986013988,593291893.2918932,2.970544549700965e-05
